City,Hotel Name,Value,Cleanliness,Room,Location,Service,Overall
las-vegas,usa nevada las-vegas primm valley resort hotel las vegas,5.0,5.0,0.0,0.0,0.0,2.0
las-vegas,usa nevada las-vegas red rock casino resort spa,0.0,4.31,3.95,4.52,5.0,3.556
las-vegas,usa nevada las-vegas renaissance las vegas hotel,1.04,4.58,5.0,5.0,4.0,3.9240000000000004
las-vegas,usa nevada las-vegas residence inn las vegas convention center,3.0,4.41,0.0,2.5,0.0,1.982
las-vegas,usa nevada las-vegas residence inn las vegas hughes center,5.0,5.0,5.0,5.0,0.0,4.0
las-vegas,usa nevada las-vegas residence inn las vegas south,0.0,4.67,5.0,0.0,0.0,1.934
las-vegas,usa nevada las-vegas rio suite hotel and casino,0.0,3.65,0.24,4.87,4.09,2.57
las-vegas,usa nevada las-vegas riviera hotel casino,2.07,3.9,0.93,4.73,5.0,3.3259999999999996
las-vegas,usa nevada las-vegas riviera hotel casino.rar,0.0,0.0,0.0,0.0,0.0,0.0
las-vegas,usa nevada las-vegas rodeway inn,3.75,3.57,0.0,5.0,0.0,2.464
las-vegas,usa nevada las-vegas rodeway inn convention center,0.63,4.74,2.5,5.0,5.0,3.5740000000000003
las-vegas,usa nevada las-vegas royal vacation suites hotel las vegas,1.32,3.67,5.0,3.0,5.0,3.5980000000000003
las-vegas,usa nevada las-vegas sahara hotel casino,3.38,2.57,2.5,4.7,3.0,3.2299999999999995
las-vegas,usa nevada las-vegas sahara westwood hotel,5.0,3.46,0.0,0.0,5.0,2.692
las-vegas,usa nevada las-vegas sam s town hotel and gambling hall,2.17,4.62,4.0,5.0,5.0,4.1579999999999995
las-vegas,usa nevada las-vegas santa fe station hotel,5.0,3.57,0.0,5.0,0.0,2.714
las-vegas,usa nevada las-vegas siegel slots and suites,0.0,0.0,0.0,5.0,5.0,2.0
las-vegas,usa nevada las-vegas siena suites,2.14,3.8,0.0,5.0,0.0,2.1879999999999997
las-vegas,usa nevada las-vegas signature at mgm grand,0.71,4.7,5.0,4.74,4.38,3.906
las-vegas,usa nevada las-vegas silverton hotel and casino,1.82,3.81,1.67,4.33,5.0,3.3259999999999996
las-vegas,usa nevada las-vegas skylofts at mgm grand,0.0,3.18,0.0,5.0,5.0,2.636
las-vegas,usa nevada las-vegas somerset house motel,0.83,2.86,0.0,5.0,5.0,2.738
las-vegas,usa nevada las-vegas south point hotel casino and spa,2.67,4.95,2.83,5.0,5.0,4.09
las-vegas,usa nevada las-vegas sportsman s royal manor,5.0,0.56,0.0,5.0,0.0,2.112
las-vegas,usa nevada las-vegas springhill suites las vegas convention center,0.0,5.0,5.0,5.0,0.0,3.0
las-vegas,usa nevada las-vegas staybridge suites las vegas,2.69,5.0,5.0,5.0,5.0,4.537999999999999
las-vegas,usa nevada las-vegas stratosphere hotel casino and tower,2.03,4.52,3.33,4.46,4.0,3.668
las-vegas,usa nevada las-vegas summer bay resorts las vegas desert club,3.33,5.0,0.0,5.0,0.0,2.666
las-vegas,usa nevada las-vegas summer bay resort las vegas,1.67,3.82,0.0,4.11,5.0,2.9200000000000004
las-vegas,usa nevada las-vegas suncoast hotel and casino,1.51,4.88,1.25,5.0,0.0,2.528
las-vegas,usa nevada las-vegas super 8 las vegas,2.73,4.55,0.0,5.0,5.0,3.4560000000000004
las-vegas,usa nevada las-vegas super 8 las vegas boulder highway,5.0,3.0,0.0,5.0,0.0,2.6
las-vegas,usa nevada las-vegas super 8 las vegas nellis afb,0.0,5.0,0.0,0.0,0.0,1.0
las-vegas,usa nevada las-vegas super 8 motel las vegas downtown,5.0,3.33,0.0,0.0,0.0,1.666
las-vegas,usa nevada las-vegas tahiti vacation club,2.69,4.66,5.0,5.0,5.0,4.470000000000001
las-vegas,usa nevada las-vegas tahiti village,0.17,4.15,0.0,5.0,5.0,2.864
las-vegas,usa nevada las-vegas terrible s hotel casino,2.63,4.52,3.57,5.0,5.0,4.144
las-vegas,usa nevada las-vegas texas station gambling hall and hotel,2.65,4.0,0.0,5.0,5.0,3.3299999999999996
las-vegas,usa nevada las-vegas thehotel at mandalay bay,0.0,4.25,3.57,5.0,2.65,3.0940000000000003
las-vegas,usa nevada las-vegas the carriage house,2.18,4.78,1.0,5.0,5.0,3.592
las-vegas,usa nevada las-vegas the mansion at mgm grand,0.0,5.0,0.0,0.0,0.0,1.0
las-vegas,usa nevada las-vegas the orleans hotel casino,2.57,4.75,1.82,5.0,5.0,3.8280000000000003
las-vegas,usa nevada las-vegas the palazzo resort hotel casino,0.0,3.97,2.14,5.0,5.0,3.222
las-vegas,usa nevada las-vegas the palms casino hotel,0.0,3.72,2.0,4.5,2.14,2.4720000000000004
las-vegas,usa nevada las-vegas the resort on mount charleston,3.0,1.0,0.0,0.0,0.0,0.8
las-vegas,usa nevada las-vegas the suites,5.0,1.0,0.0,5.0,0.0,2.2
las-vegas,usa nevada las-vegas the suites boulder strip,0.0,0.0,0.0,0.0,0.0,0.0
las-vegas,usa nevada las-vegas the westin casuarina las vegas hotel casino spa,0.47,4.09,0.71,5.0,5.0,3.054
las-vegas,usa nevada las-vegas tod motor motel,2.5,3.0,0.0,0.0,5.0,2.1
las-vegas,usa nevada las-vegas town and country manor iii,0.0,5.0,0.0,5.0,0.0,2.0
las-vegas,usa nevada las-vegas travelodge ambassador strip inn,0.0,3.82,0.0,5.0,0.0,1.764
las-vegas,usa nevada las-vegas travelsuites inn,1.67,2.5,0.0,5.0,0.0,1.834
las-vegas,usa nevada las-vegas treasure island ti hotel casino,1.25,4.64,4.09,4.87,2.78,3.5260000000000007
las-vegas,usa nevada las-vegas tropicana inn,2.65,3.72,0.0,5.0,0.0,2.274
las-vegas,usa nevada las-vegas tropicana resort and casino,2.3,1.98,0.0,5.0,1.67,2.19
las-vegas,usa nevada las-vegas trump international hotel tower las vegas,0.63,4.32,2.65,3.06,5.0,3.132
las-vegas,usa nevada las-vegas tuscany suites casino,3.06,4.75,2.5,4.77,5.0,4.016
las-vegas,usa nevada las-vegas venetian resort hotel casino,0.0,4.02,2.62,5.0,5.0,3.3280000000000003
las-vegas,usa nevada las-vegas viva las vegas villas,0.0,1.0,0.0,0.0,0.0,0.2
las-vegas,usa nevada las-vegas western hotel casino,5.0,1.92,0.0,0.0,0.0,1.384
las-vegas,usa nevada las-vegas whiskey pete s casino and hotel,2.22,4.25,1.0,5.0,0.0,2.494
las-vegas,usa nevada las-vegas wild wild west gambling hall and hotel,3.75,3.3,0.0,4.0,5.0,3.21
las-vegas,usa nevada las-vegas wingate by wyndham henderson,1.0,4.6,0.0,5.0,5.0,3.12
las-vegas,usa nevada las-vegas worldmark tropicana,0.0,5.0,0.0,0.0,0.0,1.0
las-vegas,usa nevada las-vegas wyndham grand desert,1.29,4.41,1.67,5.0,3.57,3.188
las-vegas,usa nevada las-vegas wynn las vegas,0.0,3.79,2.22,4.49,3.75,2.85
london,uk england london 130 queensgate london apartments,5.0,2.86,0.0,5.0,0.0,2.572
london,uk england london 190 bermondsey street,5.0,5.0,0.0,0.0,5.0,3.0
london,uk england london 196 bishopsgate,4.0,5.0,5.0,5.0,5.0,4.8
london,uk england london 1 lexham gardens,3.33,3.7,0.0,4.0,0.0,2.2060000000000004
london,uk england london 22 jermyn street,1.67,5.0,0.0,5.0,5.0,3.3340000000000005
london,uk england london 39 suites,3.33,5.0,0.0,5.0,5.0,3.6659999999999995
london,uk england london 44 curzon street apartments,0.0,5.0,0.0,5.0,0.0,2.0
london,uk england london 51 buckingham gate taj suites and residences,0.0,5.0,0.0,5.0,5.0,3.0
london,uk england london 51 kensington court limited,0.0,5.0,0.0,5.0,0.0,2.0
london,uk england london 54 boutique hotel,2.5,3.92,1.0,5.0,5.0,3.4840000000000004
london,uk england london abba queen s gate hotel,1.0,4.81,0.0,4.17,0.0,1.996
london,uk england london abbey court hotel,0.0,3.13,1.67,5.0,0.0,1.9600000000000002
london,uk england london abbey court hyde park,1.67,4.58,0.0,5.0,5.0,3.25
london,uk england london abbey lodge hotel,5.0,0.0,0.0,5.0,5.0,3.0
london,uk england london abcone hotel,1.0,4.22,0.0,5.0,5.0,3.0439999999999996
london,uk england london abc hyde park hotel,0.0,5.0,0.0,0.0,0.0,1.0
london,uk england london ace hotel,2.78,4.77,0.0,5.0,5.0,3.5099999999999993
london,uk england london admiral hotel,1.25,2.86,0.0,0.0,0.0,0.8219999999999998
london,uk england london adria hotel,1.0,5.0,0.0,5.0,5.0,3.2
london,uk england london airways hotel,2.62,1.56,0.0,4.29,1.67,2.0279999999999996
london,uk england london albany hotel london,3.0,1.0,0.0,0.0,0.0,0.8
london,uk england london albion house hotel,2.5,4.71,0.0,5.0,1.67,2.7760000000000002
london,uk england london albro house,0.0,5.0,0.0,5.0,0.0,2.0
london,uk england london alexander hotel london,3.89,1.67,0.0,0.0,0.0,1.112
london,uk england london alexander house hotel,5.0,3.0,0.0,0.0,5.0,2.6
london,uk england london alexandra hotel,2.14,3.67,0.0,5.0,0.0,2.162
london,uk england london alhambra hotel,2.63,4.78,0.0,4.35,5.0,3.3519999999999994
london,uk england london allen house luxury serviced apartments,0.0,1.0,0.0,5.0,0.0,1.2
london,uk england london ambassadors hotel,2.33,2.92,0.0,5.0,5.0,3.05
london,uk england london ambassadors hotel in bloomsbury,0.71,4.83,1.0,4.41,5.0,3.19
london,uk england london americana hotel,2.69,3.4,0.0,5.0,5.0,3.218
london,uk england london amsterdam hotel,2.1,4.88,0.0,5.0,5.0,3.396
london,uk england london andaz london,0.0,5.0,0.71,5.0,5.0,3.1420000000000003
london,uk england london andrews house hotel,5.0,0.0,0.0,0.0,0.0,1.0
london,uk england london annexe hotel,0.0,5.0,0.0,0.0,0.0,1.0
london,uk england london antoinette hotel wimbledon,3.0,4.41,5.0,5.0,0.0,3.482
london,uk england london an nur anna hotel,5.0,1.67,0.0,5.0,0.0,2.334
london,uk england london apex city of london,2.0,4.94,3.1,5.0,5.0,4.008
london,uk england london apex london wall hotel,0.0,5.0,0.0,5.0,0.0,2.0
london,uk england london apollo hotel bayswater,2.22,2.08,0.0,4.38,0.0,1.736
london,uk england london aquarius hotel,5.0,1.0,0.0,5.0,0.0,2.2
london,uk england london arosfa,1.52,5.0,0.0,4.7,5.0,3.2439999999999998
london,uk england london arriva hotel,1.67,3.77,0.0,5.0,0.0,2.088
london,uk england london ascott mayfair,0.38,4.09,0.0,5.0,5.0,2.8939999999999997
london,uk england london ashburn hotel,3.33,4.37,1.67,5.0,3.75,3.624
london,uk england london ashley hotel,2.78,4.2,0.0,5.0,5.0,3.396
london,uk england london aspen suites hyde park,5.0,5.0,0.0,5.0,0.0,3.0
london,uk england london astons apartments,1.19,4.6,0.0,5.0,5.0,3.158
london,uk england london astor court hotel,3.0,4.23,0.0,3.57,0.0,2.16
london,uk england london athenaeum hotel apartments,0.0,4.67,1.36,5.0,5.0,3.2060000000000004
london,uk england london athena hotel,0.0,3.67,0.0,5.0,1.67,2.068
london,uk england london avalon private hotel,5.0,3.33,0.0,5.0,0.0,2.666
london,uk england london averard hotel,5.0,4.0,0.0,5.0,0.0,2.8
london,uk england london avni hotel at courtfield,3.0,3.93,0.0,5.0,5.0,3.386
london,uk england london avni kensington,4.17,2.44,0.0,5.0,0.0,2.322
london,uk england london avni luxury serviced apartments,5.0,5.0,0.0,5.0,0.0,3.0
london,uk england london avonmore,5.0,5.0,0.0,0.0,0.0,2.0
london,uk england london avonmore hotel,3.33,2.5,0.0,5.0,0.0,2.166
london,uk england london avon hotel,1.67,2.5,0.0,5.0,5.0,2.834
london,uk england london a to z hotel,0.0,3.0,0.0,0.0,0.0,0.6
london,uk england london baglioni hotel london,0.0,2.78,0.0,3.75,5.0,2.306
london,uk england london bakers hotel,3.24,3.8,0.0,3.75,5.0,3.158
london,uk england london bankside house,5.0,1.92,0.0,5.0,5.0,3.3840000000000003
london,uk england london barkston garden hotel kensington,2.95,4.16,0.0,5.0,5.0,3.4219999999999997
london,uk england london base2stay kensington,1.27,4.96,2.27,5.0,4.17,3.5340000000000003
london,uk england london bayswater inn,2.35,2.95,0.0,2.78,5.0,2.616
london,uk england london beaver hotel,4.17,1.54,0.0,5.0,0.0,2.1420000000000003
london,uk england london bedford hotel,1.52,4.74,0.0,5.0,5.0,3.252
london,uk england london belgrave hotel,3.89,5.0,0.0,5.0,0.0,2.778
london,uk england london belgrave house hotel,4.33,1.49,0.0,3.18,0.0,1.8
london,uk england london belmont astoria hotels,0.0,3.89,0.0,5.0,0.0,1.778
london,uk england london belsize park hotel,5.0,0.0,0.0,5.0,0.0,2.0
london,uk england london bentinck house hotel,5.0,0.0,0.0,0.0,5.0,2.0
london,uk england london berjaya eden park hotel,5.0,4.38,0.0,5.0,5.0,3.876
london,uk england london berkeley court,5.0,1.0,0.0,5.0,0.0,2.2
london,uk england london berkeley park apartments,5.0,5.0,0.0,0.0,0.0,2.0
london,uk england london berners hotel,1.67,2.5,0.0,5.0,5.0,2.834
london,uk england london best western bromley court,0.0,5.0,0.0,5.0,5.0,3.0
london,uk england london best western burns hotel,1.15,4.75,0.0,5.0,5.0,3.18
london,uk england london best western chiswick palace suites,0.0,5.0,5.0,5.0,5.0,4.0
london,uk england london best western corona,1.82,5.0,5.0,4.41,5.0,4.246
london,uk england london best western john howard hotel,0.83,3.33,1.0,5.0,5.0,3.032
london,uk england london best western lodge hotel putney,1.25,4.0,0.0,3.0,5.0,2.65
london,uk england london best western mornington hotel,0.0,3.44,0.0,5.0,0.0,1.688
london,uk england london best western mostyn hotel,1.36,4.68,0.0,5.0,5.0,3.2079999999999997
london,uk england london best western paddington court hotel suites,2.8,3.53,0.0,4.06,1.36,2.35
london,uk england london best western paddington court inn,1.67,5.0,5.0,5.0,0.0,3.3340000000000005
london,uk england london best western phoenix hotel,2.29,4.94,0.0,5.0,5.0,3.446
london,uk england london best western shaftesbury hotel,4.23,4.44,0.0,5.0,5.0,3.7340000000000004
london,uk england london best western swiss cottage hotel,2.33,4.64,0.0,5.0,0.0,2.3939999999999997
london,uk england london best western the boltons hotel,2.78,5.0,5.0,5.0,5.0,4.556
london,uk england london best western the cromwell,2.5,5.0,0.0,5.0,5.0,3.5
london,uk england london best western the delmere hotel,1.25,5.0,0.0,5.0,5.0,3.25
london,uk england london best western victoria palace,0.6,4.37,0.0,4.38,5.0,2.87
london,uk england london beverley city hotel,1.67,3.89,0.0,5.0,0.0,2.112
london,uk england london bickenhall hotel,0.0,0.5,0.0,5.0,0.0,1.1
london,uk england london blades hotel,2.5,4.67,5.0,5.0,5.0,4.434
london,uk england london blair victoria hotel,4.17,0.29,0.0,3.75,0.0,1.6420000000000001
london,uk england london blakemore hotel,3.0,3.88,0.0,3.89,5.0,3.154
london,uk england london blakes hotel,0.0,5.0,0.0,5.0,0.0,2.0
london,uk england london blandford hotel,3.33,5.0,0.0,5.0,5.0,3.6659999999999995
london,uk england london blooms town house hotel,0.0,5.0,5.0,5.0,5.0,4.0
london,uk england london blue bells hotel,1.67,2.78,0.0,5.0,1.67,2.2239999999999998
london,uk england london boka hotel,0.83,3.1,0.0,5.0,5.0,2.786
london,uk england london boston court hotel,3.33,1.19,0.0,5.0,0.0,1.904
london,uk england london boston manor hotel,3.75,2.14,0.0,5.0,0.0,2.178
london,uk england london boulevard hotel,2.5,4.04,0.0,5.0,5.0,3.308
london,uk england london bowden court,5.0,2.14,0.0,5.0,0.0,2.428
london,uk england london brewers inn,1.67,5.0,5.0,0.0,5.0,3.3340000000000005
london,uk england london bridgestreet corporate housing the kings wardrobe,0.0,5.0,0.0,5.0,0.0,2.0
london,uk england london brindle house hotel,5.0,4.17,0.0,5.0,0.0,2.834
london,uk england london britannia hampstead hotel,4.17,2.32,0.0,5.0,5.0,3.2980000000000005
london,uk england london britannia international hotel,1.96,3.43,0.0,5.0,2.78,2.634
london,uk england london brompton hotel london,3.33,3.4,0.0,2.5,0.0,1.846
london,uk england london brook green hotel,5.0,5.0,0.0,0.0,0.0,2.0
london,uk england london brown s hotel,0.0,5.0,3.0,5.0,5.0,3.6
london,uk england london brunel hotel,5.0,3.82,0.0,5.0,0.0,2.7640000000000002
london,uk england london bryanston court hotel,5.0,2.5,0.0,5.0,0.0,2.5
london,uk england london buckingham hotel,1.0,5.0,5.0,5.0,5.0,4.2
london,uk england london byron hotel,1.17,4.48,0.0,5.0,5.0,3.13
london,uk england london cadogan hotel,0.0,4.13,1.67,5.0,5.0,3.16
london,uk england london camden lock hotel,3.0,3.33,0.0,5.0,0.0,2.266
london,uk england london camelot house hotel,3.0,1.92,0.0,5.0,0.0,1.984
london,uk england london cardiff hotel,2.0,4.66,0.0,5.0,5.0,3.332
london,uk england london caring hotel,2.5,4.71,0.0,5.0,5.0,3.442
london,uk england london carlton hotel,0.0,2.86,0.0,5.0,0.0,1.5719999999999998
london,uk england london carlton hotel london,0.0,0.71,5.0,5.0,0.0,2.1420000000000003
london,uk england london castleton hotel,0.71,4.46,0.0,5.0,5.0,3.034
london,uk england london caswell hotel,2.27,2.89,0.0,5.0,5.0,3.032
london,uk england london cavendish hotel,2.86,3.95,0.0,5.0,2.5,2.862
london,uk england london centaur hotel,1.67,1.0,0.0,5.0,0.0,1.534
london,uk england london central house hotel,1.15,3.7,0.0,5.0,5.0,2.9699999999999998
london,uk england london central london apartments,5.0,5.0,0.0,0.0,0.0,2.0
london,uk england london central park hotel,5.0,2.78,0.0,0.0,0.0,1.5559999999999998
london,uk england london chamberlain hotel,1.67,4.78,1.67,5.0,0.0,2.624
london,uk england london charing cross,0.0,4.5,2.27,5.0,5.0,3.354
london,uk england london charlotte street hotel,0.0,5.0,0.0,5.0,5.0,3.0
london,uk england london chelsea guest house,5.0,3.75,0.0,0.0,0.0,1.75
london,uk england london chelsea lodge hotel,0.0,1.67,0.0,5.0,0.0,1.334
london,uk england london cherry court hotel,2.83,4.61,0.0,5.0,5.0,3.4880000000000004
london,uk england london chester hotel,1.67,2.06,0.0,5.0,0.0,1.746
london,uk england london cheval apartments,0.0,5.0,0.0,0.0,5.0,2.0
london,uk england london chiswick court hotel,5.0,2.5,0.0,5.0,0.0,2.5
london,uk england london chiswick hotel,5.0,5.0,0.0,0.0,5.0,3.0
london,uk england london chiswick moran hotel,0.91,4.63,5.0,5.0,3.33,3.7739999999999996
london,uk england london chrysos hotel,2.78,4.5,0.0,5.0,0.0,2.456
london,uk england london church street hotel,3.33,5.0,0.0,3.0,5.0,3.2659999999999996
london,uk england london citadines holborn covent garden,0.91,3.71,0.0,5.0,5.0,2.9240000000000004
london,uk england london citadines london barbican,0.0,4.52,0.0,5.0,5.0,2.904
london,uk england london citadines london south kensington,0.0,4.09,0.0,5.0,5.0,2.818
london,uk england london citadines london trafalgar square,1.08,4.33,0.0,4.44,5.0,2.97
london,uk england london citystay hotel,5.0,5.0,0.0,0.0,0.0,2.0
london,uk england london city continental london kensington,2.33,4.56,0.0,4.57,5.0,3.2920000000000003
london,uk england london city hotel,2.95,4.3,0.0,3.75,5.0,3.2
london,uk england london city inn express,3.0,3.0,0.0,5.0,5.0,3.2
london,uk england london city inn westminster,0.38,4.94,3.46,5.0,5.0,3.7560000000000002
london,uk england london city of london yha,5.0,5.0,0.0,5.0,0.0,3.0
london,uk england london civic guest house,5.0,0.0,0.0,5.0,0.0,2.0
london,uk england london claridge s,0.0,3.89,0.0,5.0,5.0,2.778
london,uk england london classic hotel london,0.0,2.86,0.0,0.0,5.0,1.5719999999999998
london,uk england london clearlake hotel,5.0,2.0,0.0,0.0,5.0,2.4
london,uk england london club quarters at trafalgar square,5.0,5.0,0.0,5.0,5.0,4.0
london,uk england london club quarters gracechurch,1.25,4.73,1.67,4.52,5.0,3.434
london,uk england london club quarters st paul s,2.6,4.54,1.25,5.0,5.0,3.678
london,uk england london colliers hotel,4.23,0.52,0.0,0.0,0.0,0.95
london,uk england london collingham apartments,0.88,4.61,0.0,5.0,5.0,3.098
london,uk england london comfort hotel finchley,5.0,5.0,0.0,5.0,5.0,4.0
london,uk england london comfort hotel harrow,3.0,2.89,0.0,5.0,5.0,3.178
london,uk england london comfort inn buckingham palace road,1.8,4.89,0.0,5.0,5.0,3.3379999999999996
london,uk england london comfort inn edgware road,1.0,5.0,1.0,5.0,5.0,3.4
london,uk england london comfort inn hyde park,1.25,3.67,0.0,5.0,0.0,1.984
london,uk england london comfort inn kings cross,2.63,4.59,0.0,5.0,5.0,3.444
london,uk england london comfort inn suites kings cross,1.67,4.33,0.0,5.0,0.0,2.2
london,uk england london comfort inn vauxhall,1.67,4.68,1.67,4.17,5.0,3.4379999999999997
london,uk england london comfort inn victoria,2.5,4.24,0.0,5.0,5.0,3.3480000000000003
london,uk england london commodore hotel,1.67,4.32,0.0,5.0,5.0,3.198
london,uk england london concorde hotel,5.0,3.33,0.0,5.0,0.0,2.666
london,uk england london copthorne tara hotel london kensington,0.33,3.99,0.0,4.76,5.0,2.816
london,uk england london corbigoe hotel,3.67,0.28,0.0,2.78,5.0,2.346
london,uk england london corner house hotel,0.0,5.0,0.0,0.0,0.0,1.0
london,uk england london corus hotel hyde park,2.68,4.6,0.0,4.8,5.0,3.4159999999999995
london,uk england london costello palace hotel,1.67,2.5,0.0,5.0,5.0,2.834
london,uk england london country inn suites london bloomsbury,2.14,4.29,0.0,5.0,5.0,3.286
london,uk england london county london,4.41,3.21,0.0,5.0,0.0,2.524
london,uk england london covent garden hotel,0.0,5.0,0.0,5.0,5.0,3.0
london,uk england london cranley gardens hotel,0.0,4.38,0.0,5.0,5.0,2.876
london,uk england london cranley hotel,0.0,4.76,5.0,4.38,5.0,3.8280000000000003
london,uk england london craven gardens hotel,3.0,4.33,5.0,0.0,5.0,3.4659999999999997
london,uk england london crescent hotel,1.92,4.44,0.0,5.0,5.0,3.272
london,uk england london crestfield hotel,2.88,4.75,0.0,5.0,0.0,2.526
london,uk england london cricklewood lodge hotel,5.0,0.0,0.0,0.0,0.0,1.0
london,uk england london cromwell crown,4.55,0.08,0.0,2.5,5.0,2.4259999999999997
london,uk england london crowne plaza hotel london ealing,1.67,4.52,1.0,5.0,5.0,3.4379999999999997
london,uk england london crowne plaza london docklands,0.0,4.57,3.0,5.0,0.0,2.5140000000000002
london,uk england london crowne plaza london kensington,0.0,4.88,0.0,4.86,5.0,2.948
london,uk england london crowne plaza london shoreditch,1.6,4.73,3.0,4.78,5.0,3.822
london,uk england london crowne plaza london st james,0.0,3.14,0.0,5.0,4.17,2.462
london,uk england london crowne plaza london the city,0.0,5.0,2.0,5.0,5.0,3.4
london,uk england london crowne plaza marlow,0.0,5.0,5.0,0.0,0.0,2.0
london,uk england london crown moran hotel,0.0,5.0,0.0,4.26,5.0,2.852
london,uk england london curzon plaza,2.78,1.74,0.0,5.0,5.0,2.904
london,uk england london custom house hotel,3.21,3.86,0.0,3.67,5.0,3.148
london,uk england london dalmacia hotel,3.33,5.0,0.0,5.0,0.0,2.666
london,uk england london danubius hotel regents park,0.26,3.73,1.67,5.0,5.0,3.132
london,uk england london days hotel london hyde park,1.36,4.61,0.0,5.0,2.5,2.694
london,uk england london days hotel london north,0.83,4.35,5.0,5.0,5.0,4.036
london,uk england london days hotel london shoreditch,2.22,4.77,0.0,5.0,5.0,3.3980000000000006
london,uk england london days hotel london south ruislip,5.0,5.0,0.0,5.0,0.0,3.0
london,uk england london days inn london hyde park,5.0,0.0,0.0,5.0,0.0,2.0
london,uk england london days inn london waterloo,2.62,4.65,0.0,5.0,5.0,3.4539999999999997
london,uk england london days inn london westminster,1.59,4.67,0.0,5.0,5.0,3.252
london,uk england london derby hotel,2.14,4.38,0.0,5.0,5.0,3.304
london,uk england london devonport house,3.0,5.0,5.0,5.0,2.5,4.1
london,uk england london diplomat hotel,5.0,5.0,0.0,5.0,0.0,3.0
london,uk england london dolphin hotel,0.71,4.47,0.0,5.0,5.0,3.036
london,uk england london dolphin house,1.92,4.57,0.0,5.0,5.0,3.2980000000000005
london,uk england london dorset square,0.79,4.68,0.0,5.0,5.0,3.094
london,uk england london draycott hotel,0.0,5.0,1.25,5.0,5.0,3.25
london,uk england london dukes hotel,0.0,5.0,3.0,5.0,0.0,2.6
london,uk england london duke of leinster hotel,2.14,4.26,0.0,5.0,5.0,3.28
london,uk england london durley house,5.0,2.78,0.0,2.5,0.0,2.056
london,uk england london durrants hotel,0.0,5.0,0.0,5.0,5.0,3.0
london,uk england london dylan house,0.0,3.46,0.0,5.0,0.0,1.6920000000000002
london,uk england london earls court gardens hotel,5.0,2.5,0.0,5.0,5.0,3.5
london,uk england london easyhotel london earls court,2.32,4.57,0.0,5.0,5.0,3.378
london,uk england london easyhotel london south kensington,3.42,4.52,0.0,5.0,5.0,3.5879999999999996
london,uk england london easyhotel london victoria,2.56,4.55,0.0,5.0,0.0,2.4219999999999997
london,uk england london easyhotel paddington london,3.93,4.74,0.0,5.0,5.0,3.7340000000000004
london,uk england london ebury house,1.67,5.0,0.0,5.0,0.0,2.334
london,uk england london eden plaza hotel,4.05,0.11,0.0,3.24,5.0,2.48
london,uk england london edward hotel,3.0,3.85,0.0,3.33,5.0,3.036
london,uk england london edward house,4.0,3.0,0.0,5.0,0.0,2.4
london,uk england london edward lear hotel,2.27,3.95,0.0,4.47,5.0,3.1380000000000003
london,uk england london egerton house hotel,0.0,5.0,0.0,5.0,5.0,3.0
london,uk england london elena hotel,5.0,3.33,0.0,5.0,0.0,2.666
london,uk england london eleven cadogan gardens,0.0,0.0,5.0,5.0,0.0,2.0
london,uk england london elizabeth hotel,2.69,4.36,0.0,4.41,5.0,3.2920000000000003
london,uk england london elysee hotel,1.25,4.36,0.0,5.0,5.0,3.122
london,uk england london enrico hotel,3.57,3.8,0.0,5.0,5.0,3.4739999999999993
london,uk england london enterprise hotel,2.5,3.85,0.0,5.0,0.0,2.27
london,uk england london etap hotel london city airport,2.0,3.0,0.0,0.0,0.0,1.0
london,uk england london europa house hotel,2.5,4.29,5.0,5.0,5.0,4.358
london,uk england london european hotel,3.7,3.0,0.0,3.33,0.0,2.0060000000000002
london,uk england london eurotraveller hotel,5.0,5.0,0.0,5.0,0.0,3.0
london,uk england london euro hotel clapham,4.41,2.0,0.0,5.0,0.0,2.282
london,uk england london euro hotel hammersmith,5.0,4.17,0.0,0.0,0.0,1.834
london,uk england london euro wembley hotel london,5.0,1.0,0.0,0.0,0.0,1.2
london,uk england london euston square hotel,4.29,3.75,0.0,4.09,5.0,3.4259999999999997
london,uk england london exhibition court hotel 3,5.0,0.56,0.0,0.0,0.0,1.112
london,uk england london exhibition court hotel 4,5.0,0.56,0.0,0.0,0.0,1.112
london,uk england london fairways hotel,5.0,5.0,0.0,5.0,0.0,3.0
london,uk england london fairway hotel,2.78,4.81,0.0,4.09,1.67,2.67
london,uk england london falcon hotel,1.84,4.64,1.67,3.75,5.0,3.38
london,uk england london flemings mayfair hotel,0.0,5.0,1.67,4.52,5.0,3.2379999999999995
london,uk england london flexistay aparthotel tooting london,0.0,5.0,0.0,0.0,0.0,1.0
london,uk england london forest view hotel,5.0,5.0,0.0,5.0,0.0,3.0
london,uk england london foubert s hotel,0.0,5.0,0.0,0.0,0.0,1.0
london,uk england london four seasons hotel canary wharf,0.0,5.0,2.5,5.0,5.0,3.5
london,uk england london four seasons hotel london currently closed,0.0,5.0,0.0,5.0,5.0,3.0
london,uk england london fox club,0.0,5.0,0.0,0.0,5.0,2.0
london,uk england london fraser place canary wharf,1.25,4.0,0.0,4.09,0.0,1.8679999999999999
london,uk england london fraser place queens gate,2.5,4.6,1.67,5.0,5.0,3.754
london,uk england london garden court hotel,2.5,4.77,0.0,5.0,5.0,3.4539999999999997
london,uk england london garden view hotel,3.24,3.26,0.0,5.0,5.0,3.3
london,uk england london garth hotel,5.0,1.92,0.0,0.0,0.0,1.384
london,uk england london georgian hotel,0.0,1.92,0.0,0.0,0.0,0.384
